Title,Types,Price,Bedrooms,Bathrooms,Areas,Location,Release Date,Url,Per-Sqft
"Double Storey Semi D Cluster Impiana Residence, Bandar Baru Nilai",Houses,630000,4,3,2275,Nilai,"Feb 15, 08:02",https://www.mudah.my/Double+Storey+Semi+D+Cluster+Impiana+Residence+Bandar+Baru+Nilai-88707449.htm,276.9230769230769
"2 in 1, BUNGALOW with GUEST House - Laman Lili Nilai",Houses,1250000,4,4,4919,Nilai,"Feb 15, 07:50",https://www.mudah.my/2+in+1+BUNGALOW+with+GUEST+House+Laman+Lili+Nilai-88707372.htm,254.11669038422443
[LAKE VIEW] Double Storey Bandar Ainsdale Seremban,Houses,680000,5,4,2280,Seremban,"Feb 15, 07:45",https://www.mudah.my/+LAKE+VIEW+Double+Storey+Bandar+Ainsdale+Seremban-88707307.htm,298.2456140350877
[CORNER LOT][NEGO]1 Storey Denai Timur Bandar Enstek Nilai N.Sembilan,Houses,440000,3,2,3103,Nilai,"Feb 15, 07:45",https://www.mudah.my/+CORNER+LOT+NEGO+1+Storey+Denai+Timur+Bandar+Enstek+Nilai+N+Sembilan-88707294.htm,141.79825974863036
24x80 >> Facing Open >> 2 Tingkat >> Taman Semarak,Houses,370000,4,3,1800,Nilai,"Feb 15, 07:20",https://www.mudah.my/24x80+Facing+Open+2+Tingkat+Taman+Semarak-88550075.htm,205.55555555555554
22x75 || FREEHOLD || Desa Anggerik || Nilai,Houses,355000,4,3,1647,Nilai,"Feb 15, 07:20",https://www.mudah.my/22x75+FREEHOLD+Desa+Anggerik+Nilai-88342795.htm,215.54341226472374
5200 SQFT || Banglo || Kota Seriemas Nilai,Houses,725000,5,3,5200,Nilai,"Feb 15, 07:20",https://www.mudah.my/5200+SQFT+Banglo+Kota+Seriemas+Nilai-88158218.htm,139.42307692307693
Single Storey Taman Lukut Makmur PD,Houses,179000,3,2,1330,Port Dickson,"Feb 15, 02:55",https://www.mudah.my/Single+Storey+Taman+Lukut+Makmur+PD-88706524.htm,134.58646616541353
Wts single storey taman desa pd pd,Houses,130000,3,2,1300,Port Dickson,"Feb 15, 02:46",https://www.mudah.my/Wts+single+storey+taman+desa+pd+pd-88706533.htm,100.0
Bungalow Double Storey Laman Kemboja Kota Seriemas Nilai,Houses,800000,5,4,4004,Nilai,"Feb 15, 01:30",https://www.mudah.my/Bungalow+Double+Storey+Laman+Kemboja+Kota+Seriemas+Nilai-88706314.htm,199.8001998001998
24 x 74 | Double Storey Laman Azalea Nilai Impian,Houses,594999,5,4,2486,Nilai,"Feb 15, 01:00",https://www.mudah.my/24+x+74+Double+Storey+Laman+Azalea+Nilai+Impian-83320982.htm,239.3399034593725
TERMURAH Renovated 2 Storey Laman Bakawali Kota Seriemas Nilai,Houses,430000,4,3,1600,Nilai,"Feb 15, 00:10",https://www.mudah.my/TERMURAH+Renovated+2+Storey+Laman+Bakawali+Kota+Seriemas+Nilai-88705824.htm,268.75
"[NEAR USIM, PLUS TOLL, NILAI 3!!] 2sty Terrace (Endlot) Desa Anggerik",Houses,450000,6,3,1670,Nilai,"Feb 15, 00:10",https://www.mudah.my/+NEAR+USIM+PLUS+TOLL+NILAI+3+2sty+Terrace+Endlot+Desa+Anggerik-88639677.htm,269.4610778443114
"END LOT Double Storey Taman Tasik Jaya 2, Senawang",Houses,470000,4,4,1800,Senawang,"Feb 15, 00:03",https://www.mudah.my/END+LOT+Double+Storey+Taman+Tasik+Jaya+2+Senawang-87481680.htm,261.1111111111111
[NEW UNIT] Double Storey Terrace Tiara Sendayan Seremban,Houses,450000,4,3,1300,Seremban,"Feb 14, 23:50",https://www.mudah.my/+NEW+UNIT+Double+Storey+Terrace+Tiara+Sendayan+Seremban-88584396.htm,346.15384615384613
"Renovated Single Storey Semi D Taman Dataran Abadi, Salak Tinggi",Houses,420000,4,2,3111,Nilai,"Feb 14, 23:20",https://www.mudah.my/Renovated+Single+Storey+Semi+D+Taman+Dataran+Abadi+Salak+Tinggi-87018267.htm,135.00482160077146
Double Storey Bungalow House For Sale at Seremban,Houses,680000,4,4,5380,Nilai,"Feb 14, 22:50",https://www.mudah.my/Double+Storey+Bungalow+House+For+Sale+at+Seremban-88704939.htm,126.39405204460967
Bungalow House for Sale at Seremban,Houses,680000,4,4,5380,Seremban,"Feb 14, 22:23",https://www.mudah.my/Bungalow+House+for+Sale+at+Seremban-88704755.htm,126.39405204460967
"Cheapest Unit Taman Gadong Jaya, Labu, Seremban FULL LOAN",Houses,210000,3,2,1300,Seremban,"Feb 14, 20:01",https://www.mudah.my/Cheapest+Unit+Taman+Gadong+Jaya+Labu+Seremban+FULL+LOAN-88702927.htm,161.53846153846155
"Banglo setingkat, tanah 8000 sqf sebelah tapak Surau",Houses,505000,5,2,1550,Lenggeng,"Feb 14, 20:00",https://www.mudah.my/Banglo+setingkat+tanah+8000+sqf+sebelah+tapak+Surau-83761344.htm,325.80645161290323
Double Storey House Garden Homes 4B3B 24'x75' (Seremban2),Houses,470000,4,3,1800,Seremban,"Feb 14, 19:21",https://www.mudah.my/Double+Storey+House+Garden+Homes+4B3B+24+x75+Seremban2+-83624362.htm,261.1111111111111
Single Storey House Garden Homes 24x70 Seremban 2,Houses,320000,3,2,1680,Seremban,"Feb 14, 19:20",https://www.mudah.my/Single+Storey+House+Garden+Homes+24x70+Seremban+2-87276425.htm,190.47619047619048
CORNER ‼️ Garden City Homes (Seremban 2),Houses,680000,4,3,2968,Seremban,"Feb 14, 19:19",https://www.mudah.my/CORNER+Garden+City+Homes+Seremban+2+-86085384.htm,229.11051212938006
"2-storey terrace house, Azalea 2, Nilai Impian",Houses,599000,4,3,2486,Nilai,"Feb 14, 19:10",https://www.mudah.my/2+storey+terrace+house+Azalea+2+Nilai+Impian-85147949.htm,240.9493161705551
[ big land ] bungalow single storey bukit pari residence mambau sbn,Houses,660000,4,3,5597,Seremban,"Feb 14, 18:45",https://www.mudah.my/+big+land+bungalow+single+storey+bukit+pari+residence+mambau+sbn-87308537.htm,117.92031445417187
END LOT | Albury 1 End Single Stry Mahkota Hills Taman Tasik Senangin,Houses,375000,3,2,1400,Lenggeng,"Feb 14, 18:29",https://www.mudah.my/END+LOT+Albury+1+End+Single+Stry+Mahkota+Hills+Taman+Tasik+Senangin-87284247.htm,267.85714285714283
Teres Setingkat Taman Sri Pulasan Labu Seremban Negeri Sembilan,Houses,165000,3,2,700,Labu,"Feb 14, 18:10",https://www.mudah.my/Teres+Setingkat+Taman+Sri+Pulasan+Labu+Seremban+Negeri+Sembilan-88701542.htm,235.71428571428572
[Below Market] 1Sty Bungalow Taman Sri Putih Seremban 6997sf,Houses,486000,4,3,6997,Seremban,"Feb 14, 17:48",https://www.mudah.my/+Below+Market+1Sty+Bungalow+Taman+Sri+Putih+Seremban+6997sf-88701304.htm,69.4583392882664
"Pre Launch Double Storey House, 20'x65', 0% Downpayment, Seremban",Houses,368888,4,3,2151,Senawang,"Feb 14, 17:30",https://www.mudah.my/Pre+Launch+Double+Storey+House+20+x65+0+Downpayment+Seremban-88567660.htm,171.49604834960485
(Below Market Price) Double Storey Laman Bakawali Kota Seriemas Nilai,Houses,430000,4,3,1600,Nilai,"Feb 14, 17:30",https://www.mudah.my/+Below+Market+Price+Double+Storey+Laman+Bakawali+Kota+Seriemas+Nilai-86985472.htm,268.75
"BANDAR AINSDALE, SEREMBAN, facing open, freehold, Intermediate",Houses,650000,4,4,1800,Seremban,"Feb 14, 17:25",https://www.mudah.my/BANDAR+AINSDALE+SEREMBAN+facing+open+freehold+Intermediate-88700925.htm,361.1111111111111
Single Storey Taman Bukit Kristal Labu Seremban Negeri Sembilan,Houses,250000,3,2,1300,Seremban,"Feb 14, 17:24",https://www.mudah.my/Single+Storey+Taman+Bukit+Kristal+Labu+Seremban+Negeri+Sembilan-60825821.htm,192.30769230769232
Teres Dua Tingkat Taman Regent Gemencheh Negeri Sembilan,Houses,300000,6,3,1400,Gemencheh,"Feb 14, 17:20",https://www.mudah.my/Teres+Dua+Tingkat+Taman+Regent+Gemencheh+Negeri+Sembilan-73938661.htm,214.28571428571428
TERMURAH Taman Gadong Jaya Labu Seremban Single Storey,Houses,210000,3,2,1300,Labu,"Feb 14, 16:45",https://www.mudah.my/TERMURAH+Taman+Gadong+Jaya+Labu+Seremban+Single+Storey-88700103.htm,161.53846153846155
"[Vacant, Low Booking] Two Storey Terrace Taman Desa Anggerik Nilai",Houses,355000,4,3,1647,Nilai,"Feb 14, 16:20",https://www.mudah.my/+Vacant+Low+Booking+Two+Storey+Terrace+Taman+Desa+Anggerik+Nilai-87243133.htm,215.54341226472374
ENDLOT+EXTRA LAND 2 STOREY SUPERLINK SURIAMAN 3 | BANDAR Sri SENDAYAN,Houses,679000,4,4,2572,Seremban,"Feb 14, 16:09",https://www.mudah.my/ENDLOT+EXTRA+LAND+2+STOREY+SUPERLINK+SURIAMAN+3+BANDAR+Sri+SENDAYAN-80589909.htm,263.9968895800933
Full Loan Cash Back RM50k | 22x70 4r3b | 2 Sty House Seremban,Houses,385000,4,3,2233,Seremban,"Feb 14, 16:03",https://www.mudah.my/Full+Loan+Cash+Back+RM50k+22x70+4r3b+2+Sty+House+Seremban-83028672.htm,172.41379310344828
HOUSE (Bungalow) -Lavender Height Senawang,Houses,950000,5,4,5809,Seremban,"Feb 14, 15:55",https://www.mudah.my/HOUSE+Bungalow+Lavender+Height+Senawang-88699077.htm,163.5393355138578
"Freehold| BELOW MV | DOUBLE STOREY TERRACE (SURIA), SAUJANA SUTERA,",Houses,520000,4,3,1694,Seremban,"Feb 14, 15:45",https://www.mudah.my/Freehold+BELOW+MV+DOUBLE+STOREY+TERRACE+SURIA+SAUJANA+SUTERA+-88698964.htm,306.96576151121604
FREEHOLD INTERMEDIATE Single Storey Taman Desa Cempaka Bdr Baru Nilai,Houses,290000,3,2,1540,Nilai,"Feb 14, 15:42",https://www.mudah.my/FREEHOLD+INTERMEDIATE+Single+Storey+Taman+Desa+Cempaka+Bdr+Baru+Nilai-88699133.htm,188.3116883116883
Bukit Mahogani Jelebu,Houses,260000,4,2,1452,Jelebu,"Feb 14, 15:25",https://www.mudah.my/Bukit+Mahogani+Jelebu-88641238.htm,179.0633608815427
2 Sty Laman Delfina,Houses,550000,4,3,2000,Nilai,"Feb 14, 15:25",https://www.mudah.my/2+Sty+Laman+Delfina-88645734.htm,275.0
"MUST VIEW RENOVATED Double Storey, Laman Orkid, Nilai Impian N9",Houses,490000,4,3,1950,Nilai,"Feb 14, 15:25",https://www.mudah.my/MUST+VIEW+RENOVATED+Double+Storey+Laman+Orkid+Nilai+Impian+N9-88698396.htm,251.28205128205127
Seremban Town Jasper Jaya Beside Bukit Galena Double Storey,Houses,355000,3,3,1300,Seremban,"Feb 14, 15:20",https://www.mudah.my/Seremban+Town+Jasper+Jaya+Beside+Bukit+Galena+Double+Storey-82896281.htm,273.0769230769231
UNDER^VALUE SEREMBAN TOWN BANDAR AINSDALE TOWN HOUSE tingkat 2,Houses,230000,3,2,1050,Seremban,"Feb 14, 15:20",https://www.mudah.my/UNDER+VALUE+SEREMBAN+TOWN+BANDAR+AINSDALE+TOWN+HOUSE+tingkat+2-88590050.htm,219.04761904761904
SEREMBAN GARDEN RAHANG full EXTEND RENOVATION UNDER VALUE,Houses,325000,4,3,1680,Seremban,"Feb 14, 15:20",https://www.mudah.my/SEREMBAN+GARDEN+RAHANG+full+EXTEND+RENOVATION+UNDER+VALUE-88612375.htm,193.45238095238096
SEREMBAN RASAH JAYA SINGLE STOREY near FAMILY STORE EASY ACCESS,Houses,238000,3,2,1400,Seremban,"Feb 14, 15:20",https://www.mudah.my/SEREMBAN+RASAH+JAYA+SINGLE+STOREY+near+FAMILY+STORE+EASY+ACCESS-88570380.htm,170.0
MURAH ❗TAMAN VISTA JAYA LUKUT PORT DICKSON,Houses,155000,3,2,1300,Port Dickson,"Feb 14, 15:07",https://www.mudah.my/MURAH+TAMAN+VISTA+JAYA+LUKUT+PORT+DICKSON-87351608.htm,119.23076923076923
SEREMBAN TOWN BUKIT KEPAYANG DOUBLE STOREY AIRCOND near HIGHWAY MCD,Houses,360000,4,3,1650,Seremban,"Feb 14, 15:05",https://www.mudah.my/SEREMBAN+TOWN+BUKIT+KEPAYANG+DOUBLE+STOREY+AIRCOND+near+HIGHWAY+MCD-88315199.htm,218.1818181818182
TERMURAH | NEGO Single Storey (22x70) Taman Desa Cempaka Nilai,Houses,290000,3,2,1540,Nilai,"Feb 14, 15:05",https://www.mudah.my/TERMURAH+NEGO+Single+Storey+22x70+Taman+Desa+Cempaka+Nilai-88698039.htm,188.3116883116883
Seremban 2 aviva green semi-d double storey under^value,Houses,1090000,5,5,3200,Seremban,"Feb 14, 15:05",https://www.mudah.my/Seremban+2+aviva+green+semi+d+double+storey+under+value-83929478.htm,340.625
"BRAND NEW Double Storey Terrace House, Astana Tiara, Sendayan N9",Houses,420000,4,3,2000,Seremban,"Feb 14, 15:04",https://www.mudah.my/BRAND+NEW+Double+Storey+Terrace+House+Astana+Tiara+Sendayan+N9-88698209.htm,210.0
OPEN FACING/READY MOVE IN Single Storey Terrace Tmn Desa Puteri BAHAU,Houses,210000,3,2,1400,Bahau,"Feb 14, 14:50",https://www.mudah.my/OPEN+FACING+READY+MOVE+IN+Single+Storey+Terrace+Tmn+Desa+Puteri+BAHAU-87500578.htm,150.0
"FREEHOLD 4 BILIK Teres 2 Tingkat Taman Regent, Gemencheh",Houses,255000,4,3,1506,Gemencheh,"Feb 14, 14:05",https://www.mudah.my/FREEHOLD+4+BILIK+Teres+2+Tingkat+Taman+Regent+Gemencheh-86335608.htm,169.32270916334662
BOOKING RM1K | 2 Storey Terrace House Garden Avenue Seremban 2,Houses,290000,4,3,1300,Seremban,"Feb 14, 14:00",https://www.mudah.my/BOOKING+RM1K+2+Storey+Terrace+House+Garden+Avenue+Seremban+2-88001741.htm,223.07692307692307
"NEGO SAMPAI JADI | 1 Storey Taman Desa PD fasa 1, Port Dickson, Lukut",Houses,135000,3,2,1300,Port Dickson,"Feb 14, 13:45",https://www.mudah.my/NEGO+SAMPAI+JADI+1+Storey+Taman+Desa+PD+fasa+1+Port+Dickson+Lukut-88673896.htm,103.84615384615384
Fully renovated & extended!! taman anika,Houses,215000,3,2,1302,Port Dickson,"Feb 14, 13:40",https://www.mudah.my/Fully+renovated+extended+taman+anika-88562655.htm,165.1305683563748
[end lot][clean and tidy] double storey taman sri pulai 3 seremban,Houses,485000,4,3,1800,Seremban,"Feb 14, 13:15",https://www.mudah.my/+end+lot+clean+and+tidy+double+storey+taman+sri+pulai+3+seremban-83915269.htm,269.44444444444446
Double Storey Bungalow Lavender Heights Senawang,Houses,900000,4,3,50000,Senawang,"Feb 14, 13:15",https://www.mudah.my/Double+Storey+Bungalow+Lavender+Heights+Senawang-84031065.htm,18.0
Townhouse 3 Storey Bandar Ainsdale Seremban,Houses,220000,3,2,1038,Seremban,"Feb 14, 13:14",https://www.mudah.my/Townhouse+3+Storey+Bandar+Ainsdale+Seremban-80374438.htm,211.94605009633912
High Cashback 48k Freehold Double Storey Nilai,Houses,379752,4,3,2218,Nilai,"Feb 14, 13:05",https://www.mudah.my/High+Cashback+48k+Freehold+Double+Storey+Nilai-88129440.htm,171.21370604147882
"Renovated + Extended 2.5 Storey Terrace,Kepayang Height,Seremban",Houses,780000,5,4,3200,Seremban,"Feb 14, 13:01",https://www.mudah.my/Renovated+Extended+2+5+Storey+Terrace+Kepayang+Height+Seremban-79682598.htm,243.75
END LOT EXTRA LAND! 2 Storey Terrace Lestari Timur Enstek Nilai MURAH!,Houses,495000,4,3,2307,Nilai,"Feb 14, 12:49",https://www.mudah.my/END+LOT+EXTRA+LAND+2+Storey+Terrace+Lestari+Timur+Enstek+Nilai+MURAH+-88696414.htm,214.56436931079324
Double Storey Tiara Sendayan Gadong Jaya Labu Seremban,Houses,420000,4,3,1400,Labu,"Feb 14, 12:48",https://www.mudah.my/Double+Storey+Tiara+Sendayan+Gadong+Jaya+Labu+Seremban-88696396.htm,300.0
"APARMENT SEREMBAN PUTRA, SIKAMAT Seremban",Houses,160000,3,2,849,Seremban,"Feb 14, 12:35",https://www.mudah.my/APARMENT+SEREMBAN+PUTRA+SIKAMAT+Seremban-88557619.htm,188.4570082449941
"DOUBLE STOREY SEMI D, Taman Bandar Enstek",Houses,900000,5,5,4000,Nilai,"Feb 14, 12:28",https://www.mudah.my/DOUBLE+STOREY+SEMI+D+Taman+Bandar+Enstek-88696056.htm,225.0
PARTLY FURNISHED! Freehold Desa Cempaka Nilai (4 Airconds +Autogate],Houses,310000,4,2,1200,Nilai,"Feb 14, 12:20",https://www.mudah.my/PARTLY+FURNISHED+Freehold+Desa+Cempaka+Nilai+4+Airconds+Autogate+-88642360.htm,258.3333333333333
FREEHOLD MURAH TERUK 1 Storey Taman Desa PD Port Dickson N9,Houses,150000,3,2,1400,Port Dickson,"Feb 14, 12:20",https://www.mudah.my/FREEHOLD+MURAH+TERUK+1+Storey+Taman+Desa+PD+Port+Dickson+N9-88681483.htm,107.14285714285714
Senawang Double Storey Terrace D’ARECA For Sale(Below MV!!),Houses,425000,4,3,1999,Senawang,"Feb 14, 12:10",https://www.mudah.my/Senawang+Double+Storey+Terrace+D+ARECA+For+Sale+Below+MV+-87345619.htm,212.6063031515758
"Single storey newly renovated,Taman PD Utama",Houses,185000,3,2,1650,Port Dickson,"Feb 14, 12:10",https://www.mudah.my/Single+storey+newly+renovated+Taman+PD+Utama-88695542.htm,112.12121212121212
2sty ｜Freehold 25x78 Reno ｜Nilai,Houses,408090,4,4,2669,Nilai,"Feb 14, 12:09",https://www.mudah.my/2sty+Freehold+25x78+Reno+Nilai-88695736.htm,152.8999625327838
"Double Storey Twinvilla Semi-D, Kota Seriemas, Negeri Sembilan 4000sf",Houses,750000,4,4,4000,Nilai,"Feb 14, 12:05",https://www.mudah.my/Double+Storey+Twinvilla+Semi+D+Kota+Seriemas+Negeri+Sembilan+4000sf-87339035.htm,187.5
[Baru] Rumah Baru Dua Tingkat Teres | Seremban Senawang,Houses,399000,4,3,2177,Seremban,"Feb 14, 11:45",https://www.mudah.my/+Baru+Rumah+Baru+Dua+Tingkat+Teres+Seremban+Senawang-88695152.htm,183.2797427652733
"Beautiful 2 Storey Laman Delfina, Nilai Impian Endlot",Houses,650000,4,3,2625,Nilai,"Feb 14, 11:43",https://www.mudah.my/Beautiful+2+Storey+Laman+Delfina+Nilai+Impian+Endlot-85351496.htm,247.61904761904762
"Freehold 2-Storey Terrace, Taman Pelangi, Kayangan Heights, Mantin",Houses,460000,3,2,1324,Mantin,"Feb 14, 11:35",https://www.mudah.my/Freehold+2+Storey+Terrace+Taman+Pelangi+Kayangan+Heights+Mantin-87970010.htm,347.4320241691843
LAVENDER HEIGHT 2-Storey 20'x88' Big Car Porch - GATED GUARDED 24HRS,Houses,450000,4,3,1765,Senawang,"Feb 14, 11:30",https://www.mudah.my/LAVENDER+HEIGHT+2+Storey+20+x88+Big+Car+Porch+GATED+GUARDED+24HRS-86136832.htm,254.95750708215297
[End Lot] 2 Storey Terrace Nusari Bayu Bandar Sri Sendayan Seremban,Houses,490000,4,3,2945,Seremban,"Feb 14, 11:25",https://www.mudah.my/+End+Lot+2+Storey+Terrace+Nusari+Bayu+Bandar+Sri+Sendayan+Seremban-87395099.htm,166.383701188455
"2 storey desa mayang sari, nilai",Houses,510000,4,4,1934,Nilai,"Feb 14, 11:25",https://www.mudah.my/2+storey+desa+mayang+sari+nilai-88694857.htm,263.70217166494314
"[Corner Lot] 2Sty Suriaman 2, Bandar Sri Sendayan",Houses,690000,4,3,2000,Seremban,"Feb 14, 11:15",https://www.mudah.my/+Corner+Lot+2Sty+Suriaman+2+Bandar+Sri+Sendayan-88694680.htm,345.0
Seremban 2 height double storey melody gated & guarded,Houses,470000,4,3,1400,Seremban,"Feb 14, 11:05",https://www.mudah.my/Seremban+2+height+double+storey+melody+gated+guarded-86888103.htm,335.7142857142857
Fully Furnished Single Storey Bungalow Senawang,Houses,585000,5,3,1500,Senawang,"Feb 14, 11:02",https://www.mudah.my/Fully+Furnished+Single+Storey+Bungalow+Senawang-88694702.htm,390.0
Seremban 2 double storey below market,Houses,499000,4,3,1760,Seremban,"Feb 14, 10:57",https://www.mudah.my/Seremban+2+double+storey+below+market-87504277.htm,283.52272727272725
1 Storey Intermediate House TMN NUSARI BAYU 1,Houses,270000,3,2,1000,Seremban,"Feb 14, 10:45",https://www.mudah.my/1+Storey+Intermediate+House+TMN+NUSARI+BAYU+1-88456611.htm,270.0
Seremban town taman Permata single storey,Houses,205000,3,2,1200,Seremban,"Feb 14, 10:44",https://www.mudah.my/Seremban+town+taman+Permata+single+storey-88694407.htm,170.83333333333334
Seremban Rahang double storey end lot below market,Houses,268000,5,3,2400,Seremban,"Feb 14, 10:42",https://www.mudah.my/Seremban+Rahang+double+storey+end+lot+below+market-88694382.htm,111.66666666666667
"Hot Single Storey End Lot Nusari Bayu 3, Bandar Sri Sendayan",Houses,420000,4,2,2238,Seremban,"Feb 14, 10:35",https://www.mudah.my/Hot+Single+Storey+End+Lot+Nusari+Bayu+3+Bandar+Sri+Sendayan-88330809.htm,187.66756032171583
"[TANAH LUAS-CORNER LOT]Denai Timur Bandar Enstek,Nilai",Houses,440000,3,2,3103,Nilai,"Feb 14, 10:23",https://www.mudah.my/+TANAH+LUAS+CORNER+LOT+Denai+Timur+Bandar+Enstek+Nilai-88694079.htm,141.79825974863036
"[FULLY RENOVATED]Taman Desa Jasmin,Nilai",Houses,350000,4,2,1500,Nilai,"Feb 14, 10:22",https://www.mudah.my/+FULLY+RENOVATED+Taman+Desa+Jasmin+Nilai-88694074.htm,233.33333333333334
End Lot Single Storey Tmn Desa PD,Houses,110000,3,2,1621,Port Dickson,"Feb 14, 10:20",https://www.mudah.my/End+Lot+Single+Storey+Tmn+Desa+PD-88247152.htm,67.85934608266503
Tmn Desa PD single storey house,Houses,138000,3,2,1400,Port Dickson,"Feb 14, 10:10",https://www.mudah.my/Tmn+Desa+PD+single+storey+house-88316387.htm,98.57142857142857
Semi D Double Storey Ivory Villas Perdana College Heights Mantin,Houses,1000000,6,7,3243,Mantin,"Feb 14, 10:10",https://www.mudah.my/Semi+D+Double+Storey+Ivory+Villas+Perdana+College+Heights+Mantin-88230989.htm,308.35646006783844
New Double Storey Tiara Sendayan,Houses,450000,4,3,1525,Seremban,"Feb 14, 10:05",https://www.mudah.my/New+Double+Storey+Tiara+Sendayan-88259423.htm,295.08196721311475
FLEXIBLE DEPOSIT | BELOW MV | Double Storey Tiara Sendayan Gadong Jaya,Houses,420000,4,3,1500,Labu,"Feb 14, 10:03",https://www.mudah.my/FLEXIBLE+DEPOSIT+BELOW+MV+Double+Storey+Tiara+Sendayan+Gadong+Jaya-88693859.htm,280.0
Taman Politeknik Port Dickson,Houses,169000,3,2,1300,Port Dickson,"Feb 14, 09:40",https://www.mudah.my/Taman+Politeknik+Port+Dickson-88618454.htm,130.0
[ rumah teres setingkat untuk dijual ],Houses,245000,3,1,1399,Nilai,"Feb 14, 09:40",https://www.mudah.my/+rumah+teres+setingkat+untuk+dijual+-88015905.htm,175.1250893495354
Taman jasper jaya endlot,Houses,260000,3,2,1400,Seremban,"Feb 14, 09:21",https://www.mudah.my/Taman+jasper+jaya+endlot-88681470.htm,185.71428571428572
TERMURAH | LOW DEPOSIT | Single Storey Taman Gadong Jaya Seremban,Houses,210000,3,2,860,Labu,"Feb 14, 09:04",https://www.mudah.my/TERMURAH+LOW+DEPOSIT+Single+Storey+Taman+Gadong+Jaya+Seremban-88693099.htm,244.1860465116279
"GRAB IT! Taman Nusa Intan, Sikamat Senawang 70400, Negeri Sembilan",Houses,425000,4,3,1980,Seremban,"Feb 14, 09:03",https://www.mudah.my/GRAB+IT+Taman+Nusa+Intan+Sikamat+Senawang+70400+Negeri+Sembilan-88693084.htm,214.64646464646464
"2 STOREY TERRACE Nusari Bayu 2B, Bandar Sri Sendayan, Seremban, N.9",Houses,470000,4,3,2529,Seremban,"Feb 14, 09:02",https://www.mudah.my/2+STOREY+TERRACE+Nusari+Bayu+2B+Bandar+Sri+Sendayan+Seremban+N+9-88693071.htm,185.84420719652036
"Taman Gadong Jaya, Labu, Seremban Negeri Sembilan",Houses,210000,3,2,1300,Labu,"Feb 14, 09:02",https://www.mudah.my/Taman+Gadong+Jaya+Labu+Seremban+Negeri+Sembilan-88693066.htm,161.53846153846155
"Single Storey Terrace, Taman Nusa Intan, Senawang 70400, N.Sembilan",Houses,355000,4,2,1540,Senawang,"Feb 14, 09:01",https://www.mudah.my/Single+Storey+Terrace+Taman+Nusa+Intan+Senawang+70400+N+Sembilan-88693047.htm,230.5194805194805
"Teres 1 Tingkat , Tmn Bagan Kurnia Port Dickson",Houses,210000,3,2,1540,Port Dickson,"Feb 14, 08:10",https://www.mudah.my/Teres+1+Tingkat+Tmn+Bagan+Kurnia+Port+Dickson-88160746.htm,136.36363636363637
FULLY RENOVATED! Freehold! Taman Desa Jasmin Nilai,Houses,350000,4,2,1500,Nilai,"Feb 14, 07:30",https://www.mudah.my/FULLY+RENOVATED+Freehold+Taman+Desa+Jasmin+Nilai-88692398.htm,233.33333333333334
[ HUGE LAND AREA ] 1.5 Storey Bungalow Facing Open Bandar Enstek Nilai,Houses,1000000,4,2,8848,Nilai,"Feb 14, 00:39",https://www.mudah.my/+HUGE+LAND+AREA+1+5+Storey+Bungalow+Facing+Open+Bandar+Enstek+Nilai-86112460.htm,113.01989150090417
2 Storey END LOT Taman Tasik Jaya 2 Senawang [FACING OPEN],Houses,470000,4,4,1800,Senawang,"Feb 14, 00:30",https://www.mudah.my/2+Storey+END+LOT+Taman+Tasik+Jaya+2+Senawang+FACING+OPEN+-88249564.htm,261.1111111111111
[NEAR UITM] Single Storey Taman Seremban 3 Seremban,Houses,300000,3,2,1300,Seremban,"Feb 14, 00:30",https://www.mudah.my/+NEAR+UITM+Single+Storey+Taman+Seremban+3+Seremban-88161357.htm,230.76923076923077
2.5 Storey Semi Detached Taman Bukit Kepayang,Houses,799999,5,4,2800,Seremban,"Feb 14, 00:25",https://www.mudah.my/2+5+Storey+Semi+Detached+Taman+Bukit+Kepayang-88691558.htm,285.7139285714286
EndLot Double Storey Terrace House Bandar Ainsdale,Houses,365000,3,3,1207,Seremban,"Feb 14, 00:15",https://www.mudah.my/EndLot+Double+Storey+Terrace+House+Bandar+Ainsdale-87391025.htm,302.4026512013256
"Kajang,semenyih,bangi",Houses,420000,4,3,1500,Seremban,"Feb 14, 00:10",https://www.mudah.my/Kajang+semenyih+bangi-88691445.htm,280.0
Double storey landed bandar ainsdale seremban type tenang,Houses,650000,4,4,2280,Seremban,"Feb 14, 00:05",https://www.mudah.my/Double+storey+landed+bandar+ainsdale+seremban+type+tenang-88691536.htm,285.0877192982456
Seremban 3 Double Storey Terrace House,Houses,390000,4,3,1650,Seremban,"Feb 14, 00:05",https://www.mudah.my/Seremban+3+Double+Storey+Terrace+House-77578619.htm,236.36363636363637
FULL LOAN | MURAH Single Storey Taman Gadong Jaya Labu Seremban,Houses,210000,3,2,1300,Labu,"Feb 13, 23:47",https://www.mudah.my/FULL+LOAN+MURAH+Single+Storey+Taman+Gadong+Jaya+Labu+Seremban-88691345.htm,161.53846153846155
Vision Home Seremban 2 || 2 Storey Corner Lot House,Houses,530000,4,3,3000,Seremban,"Feb 13, 23:24",https://www.mudah.my/Vision+Home+Seremban+2+2+Storey+Corner+Lot+House-87491769.htm,176.66666666666666
"2 Storey Suriaman 2 Bandar Sri Sendayan, Seremban [CORNER LOT]",Houses,690000,4,3,2000,Seremban,"Feb 13, 23:09",https://www.mudah.my/2+Storey+Suriaman+2+Bandar+Sri+Sendayan+Seremban+CORNER+LOT+-88691009.htm,345.0
