Title,Price,Bedrooms,Bathrooms,Areas,Location,Release Date,Url,Per-Sqft
"High Floor, Furnished 3 Rooms, Dwiputra, Putrajaya",1700,3,2,950,Putrajaya,"Jan 30, 06:30",https://www.mudah.my/High+Floor+Furnished+3+Rooms+Dwiputra+Putrajaya-83406127.htm,1.7894736842105263
Apartment for rent,1200,3,2,1200,Putrajaya,"Jan 29, 20:10",https://www.mudah.my/Apartment+for+rent-88419307.htm,1.0
BELOW MARKET!! Shaftsbury Stellar Residence Putrajaya 2R1B 686SF F/F,1500,2,1,686,Putrajaya,"Jan 29, 19:47",https://www.mudah.my/BELOW+MARKET+Shaftsbury+Stellar+Residence+Putrajaya+2R1B+686SF+F+F-88418834.htm,2.186588921282799
Cuba Dulu Sebelum Beli [SKIM SEWA BELI Conezion Residence Putrajaya],1200,2,2,783,Putrajaya,"Jan 29, 18:05",https://www.mudah.my/Cuba+Dulu+Sebelum+Beli+SKIM+SEWA+BELI+Conezion+Residence+Putrajaya+-88416652.htm,1.5325670498084292
"Duduk Percuma Selama 24 Bulan, SKIM SEWA BELI, Conezion Residence",1200,2,2,780,Putrajaya,"Jan 29, 17:45",https://www.mudah.my/Duduk+Percuma+Selama+24+Bulan+SKIM+SEWA+BELI+Conezion+Residence-88416212.htm,1.5384615384615385
Apartment Saderi sebelah Alamanda untuk disewa,1300,3,2,1000,Putrajaya,"Jan 29, 16:57",https://www.mudah.my/Apartment+Saderi+sebelah+Alamanda+untuk+disewa-88415436.htm,1.3
Sewa Murah Apartment Larai Precint 6 Tingkat 6,1000,3,2,1000,Putrajaya,"Jan 29, 16:55",https://www.mudah.my/Sewa+Murah+Apartment+Larai+Precint+6+Tingkat+6-88145353.htm,1.0
"[FullyFurnished] Conezion Putrajaya for rent , near serdang hospital",1700,3,2,986,Putrajaya,"Jan 29, 15:30",https://www.mudah.my/+FullyFurnished+Conezion+Putrajaya+for+rent+near+serdang+hospital-87689077.htm,1.7241379310344827
Conezion Putrajaya 3R2B for rent !! Near IOI City Mall !,1700,3,2,986,Putrajaya,"Jan 29, 15:30",https://www.mudah.my/Conezion+Putrajaya+3R2B+for+rent+Near+IOI+City+Mall+-87535145.htm,1.7241379310344827
Putrajaya sewa murah apartment ppa1m selasih,1200,3,2,986,Putrajaya,"Jan 29, 15:19",https://www.mudah.my/Putrajaya+sewa+murah+apartment+ppa1m+selasih-88413073.htm,1.2170385395537526
PUTRAJAYA sewa rumah Persint 16,1110,3,2,1000,Putrajaya,"Jan 29, 15:06",https://www.mudah.my/PUTRAJAYA+sewa+rumah+Persint+16-88412582.htm,1.11
"[LUAS 1500sqft] PPA1M Selasih, Percint 17, Putrajaya",1500,4,3,1500,Putrajaya,"Jan 29, 13:02",https://www.mudah.my/+LUAS+1500sqft+PPA1M+Selasih+Percint+17+Putrajaya-85429592.htm,1.0
[Area Specialist - Tamara Residence ] - Many Units Available On Hand,1700,3,2,1205,Putrajaya,"Jan 29, 12:27",https://www.mudah.my/+Area+Specialist+Tamara+Residence+Many+Units+Available+On+Hand-85275047.htm,1.4107883817427387
"[ New ID Design Studio ] Oxford Tower, Near Presint 11, IOI CITY MALL",999,1,1,450,Putrajaya,"Jan 29, 11:50",https://www.mudah.my/+New+ID+Design+Studio+Oxford+Tower+Near+Presint+11+IOI+CITY+MALL-85329698.htm,2.22
"FOR RENT : Condo ioi Conezion, Putrajaya (D)",1700,3,2,1000,Putrajaya,"Jan 29, 10:05",https://www.mudah.my/FOR+RENT+Condo+ioi+Conezion+Putrajaya+D+-88404988.htm,1.7
"PPA1m Palma Presint 11 near Pudina,Larai,Selasih",1200,3,2,1200,Putrajaya,"Jan 29, 09:06",https://www.mudah.my/PPA1m+Palma+Presint+11+near+Pudina+Larai+Selasih-88404488.htm,1.0
Fully Furnished P9 Aircond All In Center Nice Shortstay Sewa Pendek,1199,3,2,800,Putrajaya,"Jan 29, 08:30",https://www.mudah.my/Fully+Furnished+P9+Aircond+All+In+Center+Nice+Shortstay+Sewa+Pendek-86477469.htm,1.49875
"[Cheapest, Near Alamanda] Dwiputra Residence, Presint 15 Putrajaya",1500,3,2,950,Putrajaya,"Jan 28, 23:50",https://www.mudah.my/+Cheapest+Near+Alamanda+Dwiputra+Residence+Presint+15+Putrajaya-88402562.htm,1.5789473684210527
"[Dekat Kedai, Pusat Komuniti] Apartment Prima Presint 11 Putrajaya",1300,3,2,1000,Putrajaya,"Jan 28, 23:25",https://www.mudah.my/+Dekat+Kedai+Pusat+Komuniti+Apartment+Prima+Presint+11+Putrajaya-88402392.htm,1.3
"[Low level, Cheapest] Dwiputra Residence Condo Presint 15 Putrajaya",1600,3,2,950,Putrajaya,"Jan 28, 22:05",https://www.mudah.my/+Low+level+Cheapest+Dwiputra+Residence+Condo+Presint+15+Putrajaya-88401009.htm,1.6842105263157894
"Par 3 Condo, IOI Resort, Partly Furnish, New, Next to Mall",3300,3,3,1668,Putrajaya,"Jan 28, 19:05",https://www.mudah.my/Par+3+Condo+IOI+Resort+Partly+Furnish+New+Next+to+Mall-88028039.htm,1.9784172661870503
Larai Apartment Presint 6 Putrajaya,1000,3,2,815,Putrajaya,"Jan 28, 16:50",https://www.mudah.my/Larai+Apartment+Presint+6+Putrajaya+-88395405.htm,1.2269938650306749
"Conezion ioi resort city putrajaya, 3rooms 4 family big unit corner++",2000,3,2,986,Putrajaya,"Jan 28, 16:40",https://www.mudah.my/Conezion+ioi+resort+city+putrajaya+3rooms+4+family+big+unit+corner+-86778150.htm,2.028397565922921
"Lakefront Residence, Cyberjaya for rent",2500,3,2,1568,Putrajaya,"Jan 28, 16:05",https://www.mudah.my/Lakefront+Residence+Cyberjaya+for+rent-88394380.htm,1.594387755102041
Apartment Melinjau Sewa,1400,3,2,1200,Putrajaya,"Jan 28, 13:05",https://www.mudah.my/Apartment+Melinjau+Sewa+-88180875.htm,1.1666666666666667
"SKIM SEWA BELI Condo Putrajaya ""Duduk Secara PERCUMA Selama 24 Bulan""",1400,2,2,783,Putrajaya,"Jan 28, 11:00",https://www.mudah.my/SKIM+SEWA+BELI+Condo+Putrajaya+Duduk+Secara+PERCUMA+Selama+24+Bulan+-83431246.htm,1.7879948914431674
FULLY FURNISHED Tamara Residence Presint 8 PUTRAJAYA,2000,3,2,1205,Putrajaya,"Jan 27, 22:45",https://www.mudah.my/FULLY+FURNISHED+Tamara+Residence+Presint+8+PUTRAJAYA-88382149.htm,1.6597510373443984
"[ FULLY FURNISHED ] The Hyve Soho, near Presint 6 Persint 4 PRESINT 5",950,1,1,450,Putrajaya,"Jan 27, 17:50",https://www.mudah.my/+FULLY+FURNISHED+The+Hyve+Soho+near+Presint+6+Persint+4+PRESINT+5-86000091.htm,2.111111111111111
"[ 4Bed 2Bath FULLY FURNISHED ] Oxford Tower, IOI city, Persint 11",1099,4,2,700,Putrajaya,"Jan 27, 17:30",https://www.mudah.my/+4Bed+2Bath+FULLY+FURNISHED+Oxford+Tower+IOI+city+Persint+11-86977463.htm,1.57
"[ ID MODERN STYLE STUDIO ] Harvard Tower, Near Presint 11, IOI mall",999,1,1,450,Putrajaya,"Jan 27, 17:30",https://www.mudah.my/+ID+MODERN+STYLE+STUDIO+Harvard+Tower+Near+Presint+11+IOI+mall-84707833.htm,2.22
Rent To own Putrajaya Conezion Residence Putrajaya,1200,2,2,783,Putrajaya,"Jan 27, 13:40",https://www.mudah.my/Rent+To+own+Putrajaya+Conezion+Residence+Putrajaya-83419724.htm,1.5325670498084292
PPAM Seruling (Presint 5),1200,3,2,1200,Putrajaya,"Jan 27, 13:27",https://www.mudah.my/PPAM+Seruling+Presint+5+-88370484.htm,1.0
Apartment presint 16 putrajaya,1200,3,2,1000,Putrajaya,"Jan 27, 13:25",https://www.mudah.my/Apartment+presint+16+putrajaya-88370048.htm,1.2
Tamara residence putrajaya tingkat tinggi masjid tasik,2400,3,2,1205,Putrajaya,"Jan 27, 13:21",https://www.mudah.my/Tamara+residence+putrajaya+tingkat+tinggi+masjid+tasik-88370302.htm,1.991701244813278
"Best Rent P/Furnished Mutiara Ville, Solstice, Eclipse, Arc Cyberjaya",1100,3,2,1000,Putrajaya,"Jan 27, 10:50",https://www.mudah.my/Best+Rent+P+Furnished+Mutiara+Ville+Solstice+Eclipse+Arc+Cyberjaya-88366176.htm,1.1
FOR RENT ||FULLY FURNISHED|| Puteri Palma Condominium Putrajaya,2300,3,2,1300,Putrajaya,"Jan 27, 10:40",https://www.mudah.my/FOR+RENT+FULLY+FURNISHED+Puteri+Palma+Condominium+Putrajaya-86787143.htm,1.7692307692307692
"Best Rent F/Furnish Studio Mutiara Ville, Eclipse, Cyberjaya",1000,1,1,560,Putrajaya,"Jan 27, 10:25",https://www.mudah.my/Best+Rent+F+Furnish+Studio+Mutiara+Ville+Eclipse+Cyberjaya-88365506.htm,1.7857142857142858
[ LEVEL 1 ] Condo Saujana Aster Putrajaya Untuk Disewa,1200,3,2,875,Putrajaya,"Jan 27, 10:20",https://www.mudah.my/+LEVEL+1+Condo+Saujana+Aster+Putrajaya+Untuk+Disewa-88119572.htm,1.3714285714285714
"[Fully Furnished, Easy Access] Conezion Residence, IOI City Putrajaya",1800,2,3,986,Putrajaya,"Jan 27, 07:46",https://www.mudah.my/+Fully+Furnished+Easy+Access+Conezion+Residence+IOI+City+Putrajaya-88363381.htm,1.8255578093306288
Shaftsbury Putrajaya .depan Alamanda GOOD for Small family,1700,2,1,731,Putrajaya,"Jan 26, 22:30",https://www.mudah.my/Shaftsbury+Putrajaya+depan+Alamanda+GOOD+for+Small+family-88360749.htm,2.3255813953488373
100% rental refund (Putrajaya rent to own new condo),1200,2,2,783,Putrajaya,"Jan 26, 22:25",https://www.mudah.my/100+rental+refund+Putrajaya+rent+to+own+new+condo+-83510112.htm,1.5325670498084292
Rumah Untuk Disewa Putra Harmoni Presint 9 Putrajaya,1200,3,2,700,Putrajaya,"Jan 26, 20:42",https://www.mudah.my/Rumah+Untuk+Disewa+Putra+Harmoni+Presint+9+Putrajaya-88358752.htm,1.7142857142857142
SEWA- 2King Room GP Residence Near Presint 9,1155,2,2,700,Putrajaya,"Jan 26, 17:50",https://www.mudah.my/SEWA+2King+Room+GP+Residence+Near+Presint+9-77525039.htm,1.65
STuDio NICE View 2queen bed Near Presint 11 Tower Oxford,999,1,1,450,Putrajaya,"Jan 26, 17:45",https://www.mudah.my/STuDio+NICE+View+2queen+bed+Near+Presint+11+Tower+Oxford-83777837.htm,2.22
"HOT!! Resort Lift Soho Suite 2bedroom GP Near Presint 11 , Near MRT",1200,2,2,700,Putrajaya,"Jan 26, 17:45",https://www.mudah.my/HOT+Resort+Lift+Soho+Suite+2bedroom+GP+Near+Presint+11+Near+MRT-81278698.htm,1.7142857142857142
SEWA-900 Fully furnished 3R2B OXFORD Tower Near Presint 11,899,3,2,450,Putrajaya,"Jan 26, 17:45",https://www.mudah.my/SEWA+900+Fully+furnished+3R2B+OXFORD+Tower+Near+Presint+11-80730917.htm,1.9977777777777779
Below Market B/P/FFurnished Apex Tower Near Presint 11 IOI Mall,749,1,1,450,Putrajaya,"Jan 26, 17:44",https://www.mudah.my/Below+Market+B+P+FFurnished+Apex+Tower+Near+Presint+11+IOI+Mall-88355863.htm,1.6644444444444444
"Pemandangan cantik tingkat 12, Putra Damai Presint 11 Putrajaya",1000,3,2,700,Putrajaya,"Jan 26, 15:25",https://www.mudah.my/Pemandangan+cantik+tingkat+12+Putra+Damai+Presint+11+Putrajaya-88056990.htm,1.4285714285714286
2R2B Fully Furnish Conezion Putrajaya IOI City Mall Serdang Hospital,1500,2,2,783,Putrajaya,"Jan 26, 15:25",https://www.mudah.my/2R2B+Fully+Furnish+Conezion+Putrajaya+IOI+City+Mall+Serdang+Hospital-88352310.htm,1.9157088122605364
2R2B Conezion Residence Putrajaya Near IOI City Mall Serdang Hospital,1399,2,2,783,Putrajaya,"Jan 26, 15:25",https://www.mudah.my/2R2B+Conezion+Residence+Putrajaya+Near+IOI+City+Mall+Serdang+Hospital-88352319.htm,1.7867177522349935
3R2B Fully Furnish Conezion Putrajaya Near IOI City Mall Clio Serdang,1800,3,2,994,Putrajaya,"Jan 26, 12:03",https://www.mudah.my/3R2B+Fully+Furnish+Conezion+Putrajaya+Near+IOI+City+Mall+Clio+Serdang-88347599.htm,1.8108651911468814
3r2B Semi Furnish Conezion Putrajaya Near IOI City Mall Serdang Clio,1500,3,2,986,Putrajaya,"Jan 26, 12:02",https://www.mudah.my/3r2B+Semi+Furnish+Conezion+Putrajaya+Near+IOI+City+Mall+Serdang+Clio-88347589.htm,1.5212981744421907
Puteri Palma Condo with Fully Furnished Putrajaya,1600,3,2,1400,Putrajaya,"Jan 25, 16:20",https://www.mudah.my/Puteri+Palma+Condo+with+Fully+Furnished+Putrajaya-87981657.htm,1.1428571428571428
Puteri Palma Condo IOI Resort Putrajaya Fully Furnished For Rent,2200,3,3,1515,Putrajaya,"Jan 25, 15:53",https://www.mudah.my/Puteri+Palma+Condo+IOI+Resort+Putrajaya+Fully+Furnished+For+Rent-88333135.htm,1.4521452145214522
"[ 2 ROOM FULLY FURNISH ] The Hyve Suites, near Presint 4, P5 P6",1399,2,1,510,Putrajaya,"Jan 25, 15:30",https://www.mudah.my/+2+ROOM+FULLY+FURNISH+The+Hyve+Suites+near+Presint+4+P5+P6-88332331.htm,2.743137254901961
"Best Rent Fully Furnished Dwiputra, Selasih, Saderi, Pudina Putrajaya",2000,3,2,1001,Putrajaya,"Jan 25, 14:25",https://www.mudah.my/Best+Rent+Fully+Furnished+Dwiputra+Selasih+Saderi+Pudina+Putrajaya-88330817.htm,1.998001998001998
"Rent Furnished Conezion, IOI City Mall, Dwiputra, Alamanda Putrajaya",1750,3,2,996,Putrajaya,"Jan 25, 13:28",https://www.mudah.my/Rent+Furnished+Conezion+IOI+City+Mall+Dwiputra+Alamanda+Putrajaya-88329768.htm,1.7570281124497993
Puteri Palma Condo IOI Resort With Fully Furnished,2200,3,3,1515,Putrajaya,"Jan 25, 13:25",https://www.mudah.my/Puteri+Palma+Condo+IOI+Resort+With+Fully+Furnished-88329686.htm,1.4521452145214522
FREE Duduk Selama 2 Tahun: SKIM SEWA BELI Conezion Residence Putrajaya,1200,2,2,783,Putrajaya,"Jan 25, 11:25",https://www.mudah.my/FREE+Duduk+Selama+2+Tahun+SKIM+SEWA+BELI+Conezion+Residence+Putrajaya-85763643.htm,1.5325670498084292
Conezion Residence Putrajaya Fully Furnished,1700,2,2,780,Putrajaya,"Jan 25, 10:55",https://www.mudah.my/Conezion+Residence+Putrajaya+Fully+Furnished-86675648.htm,2.1794871794871793
Conezion Residence Putrajaya For Rent 3 Room Golf View,1500,3,2,990,Putrajaya,"Jan 25, 10:55",https://www.mudah.my/Conezion+Residence+Putrajaya+For+Rent+3+Room+Golf+View-85928014.htm,1.5151515151515151
"Apartment Putra Harmoni, Presint 9",1150,3,2,700,Putrajaya,"Jan 25, 09:40",https://www.mudah.my/Apartment+Putra+Harmoni+Presint+9-88324609.htm,1.6428571428571428
Puteri palma condo for rent,2000,4,3,1654,Putrajaya,"Jan 25, 09:07",https://www.mudah.my/Puteri+palma+condo+for+rent-88324147.htm,1.2091898428053205
"Condo Tamara Residence, Presint 8,Putrajaya untuk disewakan",2000,3,2,1300,Putrajaya,"Jan 24, 23:00",https://www.mudah.my/Condo+Tamara+Residence+Presint+8+Putrajaya+untuk+disewakan-87804739.htm,1.5384615384615385
"Dwiputra Residence, Presint 15, Putrajaya (OWNER)",1800,3,2,950,Putrajaya,"Jan 24, 21:01",https://www.mudah.my/Dwiputra+Residence+Presint+15+Putrajaya+OWNER+-83239060.htm,1.894736842105263
"SADERI PRESINT 16, RENT, 1000sf",1280,3,2,1000,Putrajaya,"Jan 24, 17:35",https://www.mudah.my/SADERI+PRESINT+16+RENT+1000sf-88316706.htm,1.28
"SADERI, PUTRAJAYA, RENT 1200sf",1350,3,2,1200,Putrajaya,"Jan 24, 17:01",https://www.mudah.my/SADERI+PUTRAJAYA+RENT+1200sf-88316392.htm,1.125
"Pudina Precint 17 , Rent, 1000sf",1200,3,2,1000,Putrajaya,"Jan 24, 16:46",https://www.mudah.my/Pudina+Precint+17+Rent+1000sf-88316123.htm,1.2
"Rumah Sewa, Putra Harmoni, Presint 9 Putrajaya",1000,3,2,700,Putrajaya,"Jan 24, 15:40",https://www.mudah.my/Rumah+Sewa+Putra+Harmoni+Presint+9+Putrajaya-88314961.htm,1.4285714285714286
"[SKIM SEWA BELI] Menyewa Sambil Membeli, Condo Baru di Putrajaya",1200,2,2,780,Putrajaya,"Jan 24, 15:28",https://www.mudah.my/+SKIM+SEWA+BELI+Menyewa+Sambil+Membeli+Condo+Baru+di+Putrajaya-88314731.htm,1.5384615384615385
"Fully Furnished, Conezion Residence Putrajaya",2500,3,2,986,Putrajaya,"Jan 24, 14:55",https://www.mudah.my/Fully+Furnished+Conezion+Residence+Putrajaya-88313744.htm,2.535496957403651
"Rent Full Furnished Conezion Condo, Alamanda, IOI City Mall Putrajaya",1650,3,2,994,Putrajaya,"Jan 24, 14:50",https://www.mudah.my/Rent+Full+Furnished+Conezion+Condo+Alamanda+IOI+City+Mall+Putrajaya-88313712.htm,1.659959758551308
Pangsapuri Putra Indah Seri Kembangan,720,4,2,864,Putrajaya,"Jan 24, 12:57",https://www.mudah.my/Pangsapuri+Putra+Indah+Seri+Kembangan-88312040.htm,0.8333333333333334
"Tamara Residence Apartment, Presint 8, Putrajaya",1700,3,2,1205,Putrajaya,"Jan 24, 12:50",https://www.mudah.my/Tamara+Residence+Apartment+Presint+8+Putrajaya-85726822.htm,1.4107883817427387
"Rumah Sewa Pudina Precint 17, Blok A",1200,3,2,1000,Putrajaya,"Jan 24, 12:45",https://www.mudah.my/Rumah+Sewa+Pudina+Precint+17+Blok+A-88311858.htm,1.2
"Pangsapuri Putra Harmoni, Presint 9 Putrajaya",1500,3,2,700,Putrajaya,"Jan 24, 12:40",https://www.mudah.my/Pangsapuri+Putra+Harmoni+Presint+9+Putrajaya-87758771.htm,2.142857142857143
"Saujana Aster Condominium, Presint 11, Putrajaya",1200,3,2,875,Putrajaya,"Jan 24, 12:20",https://www.mudah.my/Saujana+Aster+Condominium+Presint+11+Putrajaya-88046326.htm,1.3714285714285714
"Rent Furnished Puteri Palma Condo, Alamanda, IOI City Mall Putrajaya",1700,4,3,1640,Putrajaya,"Jan 24, 12:02",https://www.mudah.my/Rent+Furnished+Puteri+Palma+Condo+Alamanda+IOI+City+Mall+Putrajaya-88311063.htm,1.0365853658536586
Cyberjaya Apartment C10,1100,3,2,850,Putrajaya,"Jan 24, 11:50",https://www.mudah.my/Cyberjaya+Apartment+C10-88310839.htm,1.2941176470588236
"Best Rent Fully Furnished Conezion Condo, Dwiputra, Selasih Putrajaya",1650,3,2,986,Putrajaya,"Jan 24, 11:24",https://www.mudah.my/Best+Rent+Fully+Furnished+Conezion+Condo+Dwiputra+Selasih+Putrajaya-88310270.htm,1.6734279918864097
"Domain 2 Neocyber, Cyberjaya",800,1,2,600,Putrajaya,"Jan 24, 09:30",https://www.mudah.my/Domain+2+Neocyber+Cyberjaya-83505044.htm,1.3333333333333333
"Apartment Selasih, Presint 17, Putrajaya",1300,3,2,1000,Putrajaya,"Jan 23, 21:50",https://www.mudah.my/Apartment+Selasih+Presint+17+Putrajaya-86634878.htm,1.3
Apartment PPAM Seruling Presint 5 for rent,1400,3,2,1200,Putrajaya,"Jan 23, 12:42",https://www.mudah.my/Apartment+PPAM+Seruling+Presint+5+for+rent-88293211.htm,1.1666666666666667
(100% rental refund) Putrajaya new condo rent to own,1600,3,3,1278,Putrajaya,"Jan 23, 11:00",https://www.mudah.my/+100+rental+refund+Putrajaya+new+condo+rent+to+own-83454969.htm,1.2519561815336464
"[HighLevel, FacingLake&Masjid] Tamara Residence Presint 8, Putrajaya",1800,3,2,1205,Putrajaya,"Jan 23, 07:03",https://www.mudah.my/+HighLevel+FacingLake+Masjid+Tamara+Residence+Presint+8+Putrajaya-88287393.htm,1.4937759336099585
"Nice view, Apartment Putra Damai Presint 11 Putrajaya",1000,3,2,700,Putrajaya,"Jan 23, 06:15",https://www.mudah.my/Nice+view+Apartment+Putra+Damai+Presint+11+Putrajaya-88055925.htm,1.4285714285714286
Apartment Seruling Presint 5 Putrajaya,1200,3,2,1200,Putrajaya,"Jan 22, 23:28",https://www.mudah.my/Apartment+Seruling+Presint+5+Putrajaya-88286035.htm,1.0
"Tamara Residence, Ayer8 Putrajaya, Low Depo",1700,3,2,1208,Putrajaya,"Jan 22, 22:50",https://www.mudah.my/Tamara+Residence+Ayer8+Putrajaya+Low+Depo-88285334.htm,1.4072847682119205
FREE Duduk Selama 24 Bulan:SKIM SEWA BELI Conezion Residence Putrajaya,1200,2,2,783,Putrajaya,"Jan 22, 22:30",https://www.mudah.my/FREE+Duduk+Selama+24+Bulan+SKIM+SEWA+BELI+Conezion+Residence+Putrajaya-86197815.htm,1.5325670498084292
For rent apartment larai presint 6 putrajaya,1200,3,2,1200,Putrajaya,"Jan 22, 22:27",https://www.mudah.my/For+rent+apartment+larai+presint+6+putrajaya-88285176.htm,1.0
Conezion - Unit for Rent (Fully Furnished),1800,3,2,986,Putrajaya,"Jan 22, 21:02",https://www.mudah.my/Conezion+Unit+for+Rent+Fully+Furnished+-86930080.htm,1.8255578093306288
Saujana Aster Condo Presint 11,1300,4,2,1043,Putrajaya,"Jan 22, 20:30",https://www.mudah.my/Saujana+Aster+Condo+Presint+11-87935192.htm,1.2464046021093
Shaftsbury Putrajaya .depan Alamanda dekat starbuck drive thru,1700,2,1,731,Putrajaya,"Jan 22, 19:50",https://www.mudah.my/Shaftsbury+Putrajaya+depan+Alamanda+dekat+starbuck+drive+thru-88071418.htm,2.3255813953488373
"Conezion, putrajaya , beside ioi city mall, opposite hospital serdang",1400,2,2,780,Putrajaya,"Jan 22, 14:22",https://www.mudah.my/Conezion+putrajaya+beside+ioi+city+mall+opposite+hospital+serdang-88275563.htm,1.794871794871795
"Conezion, putrajaya , beside ioi city mall, opposite hospital serdang",1900,3,2,986,Putrajaya,"Jan 22, 14:21",https://www.mudah.my/Conezion+putrajaya+beside+ioi+city+mall+opposite+hospital+serdang-88275553.htm,1.9269776876267748
Apartment Melinjau Presint 11 (Sewa ),1400,3,2,1200,Putrajaya,"Jan 22, 13:30",https://www.mudah.my/Apartment+Melinjau+Presint+11+Sewa+-88274087.htm,1.1666666666666667
"[ 3 Bilik Single ] Cambridge Tower near Presint 11, IOI city",899,3,2,450,Putrajaya,"Jan 22, 12:45",https://www.mudah.my/+3+Bilik+Single+Cambridge+Tower+near+Presint+11+IOI+city-88273135.htm,1.9977777777777779
Conezion ioi resort city putrajaya condominium++100% fully design 3bed,2000,3,2,986,Putrajaya,"Jan 22, 12:45",https://www.mudah.my/Conezion+ioi+resort+city+putrajaya+condominium+100+fully+design+3bed-86777905.htm,2.028397565922921
"Pudina Presint 17 Putrajaya(near Selasih,Alamanda)",1300,3,2,1200,Putrajaya,"Jan 22, 12:35",https://www.mudah.my/Pudina+Presint+17+Putrajaya+near+Selasih+Alamanda+-80171765.htm,1.0833333333333333
"[ CITY LAKE 2Bed+2Bath FULLY ] Oxford Tower, Presint 11, near IOI mall",1199,2,2,700,Putrajaya,"Jan 22, 12:29",https://www.mudah.my/+CITY+LAKE+2Bed+2Bath+FULLY+Oxford+Tower+Presint+11+near+IOI+mall-88273038.htm,1.7128571428571429
"[Fully Furnished ] Dwiputra Residence Condo Presint 15, Putrajaya",1800,3,2,950,Putrajaya,"Jan 22, 07:50",https://www.mudah.my/+Fully+Furnished+Dwiputra+Residence+Condo+Presint+15+Putrajaya-88268514.htm,1.894736842105263
"[Low Level, Good Parking Lot]Tamara Residence Presint 8, Putrajaya",1700,3,2,1205,Putrajaya,"Jan 22, 07:45",https://www.mudah.my/+Low+Level+Good+Parking+Lot+Tamara+Residence+Presint+8+Putrajaya-88268481.htm,1.4107883817427387
"[Dekat Sekolah, Kedai] Apartment PRIMA Presint 11, Putrajaya",1300,3,2,1000,Putrajaya,"Jan 22, 07:23",https://www.mudah.my/+Dekat+Sekolah+Kedai+Apartment+PRIMA+Presint+11+Putrajaya-88268439.htm,1.3
"MILIKI Kediaman Mewah dengan Skim RTO di Conezion, Putrajaya",1300,3,2,994,Putrajaya,"Jan 22, 02:24",https://www.mudah.my/MILIKI+Kediaman+Mewah+dengan+Skim+RTO+di+Conezion+Putrajaya-88267950.htm,1.3078470824949697
Dwiputra p15 berdekatan alamanda dan ioi,2000,4,3,1200,Putrajaya,"Jan 21, 21:36",https://www.mudah.my/Dwiputra+p15+berdekatan+alamanda+dan+ioi-88265198.htm,1.6666666666666667
(ERL)(ALAMANDA)(AYER 8)Tamara Residence Precint 8 Putrajaya,1800,3,2,1200,Putrajaya,"Jan 21, 21:35",https://www.mudah.my/+ERL+ALAMANDA+AYER+8+Tamara+Residence+Precint+8+Putrajaya-88058401.htm,1.5
(KITCHEN CABINET)(AYER 8) Tamara Residence Precint 8 Putrajaya,1700,3,2,1200,Putrajaya,"Jan 21, 21:35",https://www.mudah.my/+KITCHEN+CABINET+AYER+8+Tamara+Residence+Precint+8+Putrajaya-88058185.htm,1.4166666666666667
(Percuma sewa selama 24 bulan) skim Sewa Beli conezion residence,1200,2,2,783,Putrajaya,"Jan 21, 21:00",https://www.mudah.my/+Percuma+sewa+selama+24+bulan+skim+Sewa+Beli+conezion+residence-85809076.htm,1.5325670498084292
BELOW MARKET!! Shaftsbury Stellar Residence Putrajaya 2R1B 690SF F/F,1588,2,1,686,Putrajaya,"Jan 21, 19:50",https://www.mudah.my/BELOW+MARKET+Shaftsbury+Stellar+Residence+Putrajaya+2R1B+690SF+F+F-88263217.htm,2.314868804664723
Conezion walking distance to IOI CITY MALL PUTRAJAYA,1700,3,2,989,Putrajaya,"Jan 21, 18:05",https://www.mudah.my/Conezion+walking+distance+to+IOI+CITY+MALL+PUTRAJAYA-86802380.htm,1.7189079878665319
"[ New ID Design Studio ] Oxford Tower, Near Presint 11, IOI CITY MALL",999,1,1,450,Putrajaya,"Jan 21, 17:16",https://www.mudah.my/+New+ID+Design+Studio+Oxford+Tower+Near+Presint+11+IOI+CITY+MALL-85509954.htm,2.22
Shaftsbury Putrajaya .depan Alamanda dekat Starbucks drive thru,1700,2,1,731,Putrajaya,"Jan 21, 16:55",https://www.mudah.my/Shaftsbury+Putrajaya+depan+Alamanda+dekat+Starbucks+drive+thru-86852187.htm,2.3255813953488373
"[Fully Furnished]Conezion Putrajaya, Ready to move in",1700,3,2,996,Putrajaya,"Jan 21, 14:03",https://www.mudah.my/+Fully+Furnished+Conezion+Putrajaya+Ready+to+move+in-88256194.htm,1.7068273092369477
"Conezion Putrajaya ,Partially furnished ,Key On Hand, Ready To Move In",1400,2,2,783,Putrajaya,"Jan 21, 14:02",https://www.mudah.my/Conezion+Putrajaya+Partially+furnished+Key+On+Hand+Ready+To+Move+In-88256160.htm,1.7879948914431674
"Conezion Putrajaya, Fully furnished, Nice View, Serdang Hospital",1700,3,2,996,Putrajaya,"Jan 21, 14:01",https://www.mudah.my/Conezion+Putrajaya+Fully+furnished+Nice+View+Serdang+Hospital-88256149.htm,1.7068273092369477
[FULLY FURNISHED LAKE VIEW] Tamara Residence Presint 8 Putrajaya,2500,3,2,1205,Putrajaya,"Jan 21, 13:45",https://www.mudah.my/+FULLY+FURNISHED+LAKE+VIEW+Tamara+Residence+Presint+8+Putrajaya-88159940.htm,2.074688796680498
Saujana Aster Presint 11 Putrajaya FOR RENT,1250,3,2,1000,Putrajaya,"Jan 21, 13:20",https://www.mudah.my/Saujana+Aster+Presint+11+Putrajaya+FOR+RENT-87740310.htm,1.25
